Year,Code,Team,Ranking Group Abbreviation,Ranking Group,Date,Rank
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061008,   52
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061008,   53
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061008,   54
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061008,   55
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061008,   56
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061008,   57
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061008,   58
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061008,   59
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061008,   60
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061008,   61
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061008,   62
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061008,   63
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061008,   64
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061008,   65
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061008,   66
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061008,   67
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061008,   68
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061008,   69
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061008,   70
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061008,   71
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061008,   72
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061008,   73
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061008,   74
cf2006    ,     356, Army                , ARG, ARGH                ,   20061008,   75
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061008,   76
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061008,   77
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061008,   78
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061008,   79
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061008,   80
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061008,   81
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061008,   82
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061008,   83
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061008,   84
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061008,   85
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061008,   86
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061008,   87
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061008,   88
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061008,   89
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061008,   90
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061008,   91
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061008,   92
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061008,   93
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061008,   94
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061008,   95
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061008,   96
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061008,   97
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061008,   98
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061008,   99
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061008,  100
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061008,  101
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061008,  102
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061008,  103
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061008,  104
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061008,  105
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061008,  106
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061008,  107
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061008,  108
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061008,  109
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061008,  110
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061008,  111
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061008,  112
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061008,  113
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061008,  114
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061008,  115
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061008,  116
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061008,  117
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061008,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061008,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061015,    1
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061015,    2
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061015,    3
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061015,    4
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061015,    5
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061015,    6
cf2006    ,    1098, California          , ARG, ARGH                ,   20061015,    7
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061015,    8
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061015,    9
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061015,   10
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061015,   11
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061015,   12
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061015,   13
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061015,   14
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061015,   15
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061015,   16
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061015,   17
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061015,   18
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061015,   19
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061015,   20
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061015,   21
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061015,   22
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061015,   23
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061015,   24
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061015,   25
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061015,   26
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061015,   27
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061015,   28
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061015,   29
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061015,   30
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061015,   31
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061015,   32
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061015,   33
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061015,   34
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061015,   35
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061015,   36
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061015,   37
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061015,   38
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061015,   39
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061015,   40
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061015,   41
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061015,   42
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061015,   43
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061015,   44
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061015,   45
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061015,   46
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061015,   47
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061015,   48
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061015,   49
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061015,   50
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061015,   51
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061015,   52
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061015,   53
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061015,   54
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061015,   55
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061015,   56
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061015,   57
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061015,   58
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061015,   59
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061015,   60
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061015,   61
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061015,   62
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061015,   63
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061015,   64
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061015,   65
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061015,   66
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061015,   67
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061015,   68
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061015,   69
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061015,   70
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061015,   71
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061015,   72
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061015,   73
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061015,   74
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061015,   75
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061015,   76
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061015,   77
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061015,   78
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061015,   79
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061015,   80
cf2006    ,     356, Army                , ARG, ARGH                ,   20061015,   81
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061015,   82
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061015,   83
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061015,   84
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061015,   85
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061015,   86
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061015,   87
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061015,   88
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061015,   89
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061015,   90
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061015,   91
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061015,   92
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061015,   93
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061015,   94
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061015,   95
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061015,   96
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061015,   97
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061015,   98
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061015,   99
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061015,  100
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061015,  101
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061015,  102
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061015,  103
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061015,  104
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061015,  105
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061015,  106
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061015,  107
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061015,  108
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061015,  109
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061015,  110
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061015,  111
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061015,  112
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061015,  113
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061015,  114
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061015,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061015,  116
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061015,  117
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061015,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061015,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061022,    1
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061022,    2
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061022,    3
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061022,    4
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061022,    5
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061022,    6
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061022,    7
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061022,    8
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061022,    9
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061022,   10
cf2006    ,    1098, California          , ARG, ARGH                ,   20061022,   11
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061022,   12
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061022,   13
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061022,   14
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061022,   15
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061022,   16
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061022,   17
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061022,   18
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061022,   19
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061022,   20
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061022,   21
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061022,   22
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061022,   23
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061022,   24
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061022,   25
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061022,   26
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061022,   27
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061022,   28
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061022,   29
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061022,   30
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061022,   31
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061022,   32
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061022,   33
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061022,   34
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061022,   35
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061022,   36
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061022,   37
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061022,   38
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061022,   39
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061022,   40
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061022,   41
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061022,   42
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061022,   43
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061022,   44
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061022,   45
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061022,   46
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061022,   47
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061022,   48
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061022,   49
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061022,   50
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061022,   51
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061022,   52
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061022,   53
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061022,   54
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061022,   55
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061022,   56
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061022,   57
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061022,   58
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061022,   59
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061022,   60
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061022,   61
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061022,   62
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061022,   63
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061022,   64
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061022,   65
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061022,   66
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061022,   67
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061022,   68
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061022,   69
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061022,   70
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061022,   71
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061022,   72
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061022,   73
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061022,   74
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061022,   75
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061022,   76
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061022,   77
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061022,   78
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061022,   79
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061022,   80
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061022,   81
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061022,   82
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061022,   83
cf2006    ,     356, Army                , ARG, ARGH                ,   20061022,   84
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061022,   85
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061022,   86
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061022,   87
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061022,   88
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061022,   89
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061022,   90
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061022,   91
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061022,   92
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061022,   93
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061022,   94
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061022,   95
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061022,   96
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061022,   97
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061022,   98
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061022,   99
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061022,  100
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061022,  101
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061022,  102
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061022,  103
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061022,  104
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061022,  105
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061022,  106
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061022,  107
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061022,  108
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061022,  109
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061022,  110
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061022,  111
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061022,  112
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061022,  113
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061022,  114
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061022,  115
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061022,  116
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061022,  117
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061022,  118
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061022,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061029,    1
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061029,    2
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061029,    3
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061029,    4
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061029,    5
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061029,    6
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061029,    7
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061029,    8
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061029,    9
cf2006    ,    1098, California          , ARG, ARGH                ,   20061029,   10
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061029,   11
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061029,   12
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061029,   13
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061029,   14
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061029,   15
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061029,   16
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061029,   17
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061029,   18
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061029,   19
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061029,   20
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061029,   21
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061029,   22
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061029,   23
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061029,   24
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061029,   25
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061029,   26
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061029,   27
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061029,   28
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061029,   29
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061029,   30
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061029,   31
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061029,   32
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061029,   33
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061029,   34
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061029,   35
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061029,   36
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061029,   37
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061029,   38
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061029,   39
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061029,   40
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061029,   41
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061029,   42
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061029,   43
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061029,   44
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061029,   45
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061029,   46
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061029,   47
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061029,   48
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061029,   49
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061029,   50
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061029,   51
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061029,   52
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061029,   53
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061029,   54
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061029,   55
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061029,   56
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061029,   57
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061029,   58
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061029,   59
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061029,   60
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061029,   61
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061029,   62
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061029,   63
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061029,   64
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061029,   65
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061029,   66
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061029,   67
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061029,   68
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061029,   69
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061029,   70
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061029,   71
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061029,   72
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061029,   73
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061029,   74
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061029,   75
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061029,   76
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061029,   77
